證券代碼	年	序號	事件日
U1TSE 上市	2023    	000628	19970822
U1TSE 上市	2023    	000629	19620209
U1TSE 上市	2023    	000630	19770720
U1TSE 上市	2023    	000631	20121207
U1TSE 上市	2023    	000632	20131230
U1TSE 上市	2023    	000633	20180111
U1TSE 上市	2023    	000634	20211130
U1TSE 上市	2023    	000635	20000920
U1TSE 上市	2023    	000636	20020123
U1TSE 上市	2023    	000637	20020219
U1TSE 上市	2023    	000638	20020225
U1TSE 上市	2023    	000639	20020225
U1TSE 上市	2023    	000640	20020304
U1TSE 上市	2023    	000641	20020311
U1TSE 上市	2023    	000642	20000919
U1TSE 上市	2023    	000643	20020722
U1TSE 上市	2023    	000644	20001002
U1TSE 上市	2023    	000645	20020722
U1TSE 上市	2023    	000646	20020916
U1TSE 上市	2023    	000647	20021029
U1TSE 上市	2023    	000648	20021016
U1TSE 上市	2023    	000649	20021224
U1TSE 上市	2023    	000650	20020927
U1TSE 上市	2023    	000651	20001108
U1TSE 上市	2023    	000652	20020826
U1TSE 上市	2023    	000653	20001031
U1TSE 上市	2023    	000654	20020826
U1TSE 上市	2023    	000655	20000920
U1TSE 上市	2023    	000656	20020826
U1TSE 上市	2023    	000657	20010330
U1TSE 上市	2023    	000658	20020826
U1TSE 上市	2023    	000659	20010503
U1TSE 上市	2023    	000660	20020826
U1TSE 上市	2023    	000661	19980526
U1TSE 上市	2023    	000662	20020826
U1TSE 上市	2023    	000663	20010201
U1TSE 上市	2023    	000664	20020826
U1TSE 上市	2023    	000665	20000113
U1TSE 上市	2023    	000666	20020826
U1TSE 上市	2023    	000667	20000119
U1TSE 上市	2023    	000668	20020826
U1TSE 上市	2023    	000669	20001002
U1TSE 上市	2023    	000670	20020826
U1TSE 上市	2023    	000671	20000121
U1TSE 上市	2023    	000672	20020826
U1TSE 上市	2023    	000673	20010321
U1TSE 上市	2023    	000674	20021029
U1TSE 上市	2023    	000675	20010322
U1TSE 上市	2023    	000676	20020826
U1TSE 上市	2023    	000677	20010416
U1TSE 上市	2023    	000678	20020826
U1TSE 上市	2023    	000679	20001030
U1TSE 上市	2023    	000680	20020826
U1TSE 上市	2023    	000681	20010424
U1TSE 上市	2023    	000682	20020826
U1TSE 上市	2023    	000683	19991027
U1TSE 上市	2023    	000684	20020826
U1TSE 上市	2023    	000685	20000926
U1TSE 上市	2023    	000686	20020826
U1TSE 上市	2023    	000687	19981209
U1TSE 上市	2023    	000688	20020826
U1TSE 上市	2023    	000689	20010403
U1TSE 上市	2023    	000690	20020826
U1TSE 上市	2023    	000691	20001228
U1TSE 上市	2023    	000692	20020826
U1TSE 上市	2023    	000693	19990913
U1TSE 上市	2023    	000694	20020826
U1TSE 上市	2023    	000695	20010319
